id,userId,restaurantId,overallRating,foodRating,serviceRating,ambienceRating,valueRating,wyr,text,date,partySize
11,"61","1","5","3","5","5","5","1","In qui libero aperiam eos totam reiciendis et. Ipsam placeat quis est voluptates provident et. Nihil saepe expedita optio autem quo repudiandae mollitia cupiditate eaque.

Laboriosam vel incidunt unde saepe. Nihil qui omnis non fugit illum ab ut. Provident minima delectus suscipit aut exercitationem ratione et laboriosam aut. Laudantium reiciendis earum mollitia. Sequi consequatur accusamus consequatur similique explicabo officiis ut. Consequuntur eum ab sunt et quam. Quis et ea tempore qui omnis magnam minima. Similique iste rem fuga voluptatibus incidunt dolores rerum voluptas nemo.

Cumque dolorem quia minima molestiae aut officiis. Aut est tempore consequuntur omnis sit velit consequatur accusamus. Tempore modi sed molestiae saepe magni laborum. Eius corporis quisquam eaque deserunt dolores.","2018-05-17 05:05:68","7"
12,"69","1","3","5","5","3","4","1","Ab ut non minima quo architecto expedita autem. Quia aut labore maiores voluptatem reiciendis. Debitis repellat eveniet enim. Vero consequatur ut odit aspernatur voluptates possimus exercitationem. Et omnis rerum pariatur sit reiciendis totam laboriosam quisquam. Eligendi molestiae autem quibusdam et soluta ullam deserunt exercitationem.

Delectus odio ullam inventore est reprehenderit esse cupiditate omnis. Iure sint suscipit ut aut rerum rerum et consequatur. Quisquam iusto facere impedit. Repellat voluptatibus sit. Temporibus modi minus. Sunt atque ut accusamus est sed distinctio est sint dolorem. Asperiores at perspiciatis.

Et totam enim. Quidem ullam voluptatem eum est doloremque quo nihil suscipit quod. Est laudantium nostrum perspiciatis alias.

Modi aut quia vero officia neque quam sint explicabo sit. Quisquam modi numquam. Vel nihil nihil blanditiis ducimus non officiis hic aliquid. Molestiae ex perferendis aspernatur. Neque maxime et aut dolor.

Unde natus asperiores corporis ut. Nam odio assumenda asperiores ut laboriosam laboriosam sunt ut consectetur. Consequatur est sit facere aliquam vel quis quos deserunt officiis.","2018-10-31 08:10:94","3"
13,"69","2","5","5","5","2","5","1","Aut iure dolor et sint fugit. Sint totam aspernatur voluptatum laboriosam dolorem quas. Omnis enim vitae et perspiciatis ut cumque non.

Vel non aperiam omnis. Quidem ex ipsa temporibus ipsam odio aut vel omnis. Animi aliquid dicta omnis maiores est corporis officia vitae. Consequatur at veniam atque aliquid ab qui cupiditate. Consequatur eaque tenetur ut. A nam debitis sint omnis.

Delectus quia excepturi et suscipit debitis est assumenda. Voluptatibus voluptatem fuga et corrupti officiis sit. Rem molestias est. Rerum quia aut. Aut quo et libero et quidem ut nisi asperiores ratione.

Vel quia pariatur quod et velit odio optio. Et eos aut repudiandae at debitis sit. Magni qui sit quisquam modi unde. Fuga voluptatem ab ut. Repellat inventore nam similique occaecati exercitationem qui distinctio expedita.

Ex odio porro modi itaque ut quo adipisci. Deleniti nihil quia tempora. Cumque dolores officia ea. Repudiandae laudantium consequatur. Qui nesciunt aliquid odit repudiandae non. Dolores omnis eum dolore ipsam cupiditate aut vel officia cum.","2018-03-24 06:03:02","6"
14,"10","2","5","5","5","5","5","0","Atque eius et et odio. Qui et incidunt quidem dicta commodi. Suscipit alias sunt quis ut dolorum. Omnis et possimus quo nihil id porro omnis.","2018-05-19 17:05:66","5"
15,"56","2","2","4","5","2","5","1","Vero et delectus. Ea voluptate libero omnis omnis quos et fugit velit. Repudiandae ducimus qui laboriosam perferendis. Nemo illum velit aut vitae sit iste quasi et. Deserunt qui quas corporis inventore id culpa. Sint nihil debitis earum voluptas soluta temporibus hic.","2018-08-31 09:08:60","7"
16,"9","2","2","3","5","4","4","1","Debitis magni optio velit cum. Voluptatem eum error est fugit impedit. Omnis autem omnis aut provident rerum ab quibusdam. Aut rerum rem ut temporibus vero perferendis. Quis quia unde. Suscipit eos libero modi maiores fuga. Voluptatibus aut aspernatur sunt.

Minima nostrum nostrum soluta consequuntur nam suscipit eaque a. Aspernatur harum ad pariatur dolores libero soluta ea. Eum sint voluptas consequuntur ut consequatur. Et odit dolor sequi. Officiis nulla voluptatem eius architecto.

Neque praesentium ipsa fugiat. Aspernatur enim officia. Enim architecto porro ipsa sunt tempore aut autem quis. Quasi occaecati rerum repellendus a asperiores id omnis quam voluptatem. Omnis velit iusto.","2018-01-02 17:01:46","4"
17,"19","2","4","5","5","5","5","0","Optio aspernatur odit autem. A sunt voluptatem nobis illo quia tempora enim dignissimos sed. Qui veniam qui molestiae voluptatem.

Debitis molestias eius ducimus. Rerum a cum omnis quis commodi ut sed dolorem. Ea ad veritatis odit magni. Nobis aut sit deleniti debitis in cupiditate laborum doloremque. Ad optio architecto et iure molestiae inventore ullam. Repellendus fugit velit iste et. Dolorum optio omnis.","2018-05-10 12:05:69","2"
18,"54","2","5","5","5","2","5","1","Velit omnis provident ratione non aut laudantium. Eaque aliquam laborum occaecati vel quo sint eos exercitationem iure. Unde ea laborum cum nulla nihil expedita quisquam pariatur.

Autem neque consequatur tempora. Et nobis dolore voluptas. Itaque commodi eos sed ab. Illum sint et amet magnam harum consectetur nihil. Illo error et dignissimos vel.","2018-10-23 22:10:80","8"
19,"82","2","4","5","3","5","5","1","Vitae est ullam vel omnis adipisci architecto. Maxime omnis harum sunt dolor. Labore ut nihil dolorum quas est sed. Odio qui velit nobis. A earum et maxime.

Assumenda excepturi omnis occaecati et temporibus dolorem minus. Quam iusto nesciunt autem. Rerum nobis fuga sed perferendis iste. Ducimus quae beatae doloribus. Magnam numquam et. Nihil ducimus aspernatur dicta. Saepe quasi aut eos quia.

Illo quis eius. Consequatur natus quia numquam dolor error voluptatem voluptatem aut. Quis quos tempora iste facere fugit tenetur. Ab dolorum quis deleniti perspiciatis magni blanditiis et ut.

Non minus dolorem. Fuga dignissimos odio aut magnam. Aliquid eligendi sed id provident nobis enim.

Sunt atque qui suscipit nam facere. Minima mollitia qui maiores quo nemo rerum harum omnis. Voluptatem reprehenderit hic impedit.","2018-08-11 12:08:85","4"
20,"71","2","1","3","4","5","5","1","Quo nam et adipisci repellendus qui minima. Quidem id itaque minima labore earum non culpa tenetur laboriosam. Sed qui velit veritatis et totam possimus. Voluptates vitae sit quas ea minima minus.

Praesentium praesentium eos provident. Molestiae dolore est modi sed nulla.","2018-08-22 19:08:87","3"
21,"8","2","5","3","5","4","4","1","Perferendis suscipit minus et voluptas vitae distinctio. Esse aliquid dolor id natus dolor non qui. Ea voluptatem vel sit velit. Voluptates est eos. Facilis consequatur omnis dignissimos.","2018-06-09 18:06:53","7"
22,"54","2","5","4","5","5","5","1","Exercitationem quas quam id qui consequatur. Deserunt temporibus recusandae repudiandae voluptatem vel a repudiandae possimus magni. Quae quis voluptates quaerat. Molestiae debitis sed pariatur perspiciatis quos eum eos qui. Numquam eum autem.

Quo autem molestias sed. Saepe aliquid dolor ut rerum maxime sit accusantium. Libero cum quidem. Voluptas aut ex architecto voluptate sint.

Quod fugiat enim aliquid qui. Possimus nihil rerum qui commodi.","2018-03-23 13:03:02","4"
23,"55","2","5","4","4","4","4","1","Qui repellendus quam sunt temporibus totam soluta. Eum sint et et illum magni consequatur. Vitae quo numquam. Ad quibusdam ipsam laudantium et. Molestiae debitis libero ex est earum ut id.

Veritatis in nostrum. Aut maiores perferendis recusandae ut adipisci natus est vitae. Magnam assumenda repellat voluptatem ut et porro officiis tenetur. Fugit consequatur debitis non ut omnis. Dolores molestiae quos rerum assumenda fugiat voluptas velit. Ipsum aperiam ratione expedita qui.

Hic totam et eius. Sequi et eaque ad optio voluptatum dolor aut id et.","2017-10-14 00:10:92","8"
24,"39","2","4","5","5","2","5","0","Fuga autem qui repudiandae sunt eligendi et velit. Neque et corporis praesentium consequatur omnis sapiente. Illum magni illum omnis. In ut doloribus asperiores voluptas sed dolor autem soluta. Beatae ad voluptate dolor qui nesciunt qui aliquid.

Aspernatur inventore dolore non non ut dolores et porro. Quasi perferendis eligendi libero illo magni assumenda earum perspiciatis recusandae. Eum necessitatibus corporis quasi.

Magnam totam dolores consequatur et officiis. Est nulla illum quas neque rerum eaque impedit reiciendis. Quisquam id placeat commodi et sunt illo error explicabo a. Veritatis pariatur harum soluta id ratione voluptas. Qui inventore illum. Magni temporibus ullam nihil maiores ad odit est.

Reiciendis voluptatum adipisci et exercitationem dolores repellat sint odio. Quidem et expedita voluptatem sapiente animi hic autem. Vitae dignissimos debitis. Iure et quibusdam. Voluptates eligendi dolorem commodi praesentium et et esse atque.","2018-05-27 00:05:74","7"
25,"82","2","4","5","5","5","3","1","Consectetur aliquid quod quis nemo. Incidunt repellat ratione explicabo esse labore. Reprehenderit consequatur qui. Ut eveniet et. Rem fugiat voluptatum nemo maiores atque in.

Ut molestiae officiis iusto aliquam praesentium cupiditate aperiam facere. Est nulla dolor hic quod iure.","2017-10-14 18:10:43","3"
26,"30","2","5","5","5","4","5","1","Eius qui laborum hic atque quis animi et. Perferendis non et debitis et fugit. Consequuntur molestias debitis aliquam et distinctio. Eos illum ea et officia ad temporibus saepe. Dicta quidem dicta ut aut. Laudantium veniam voluptas unde.","2017-10-06 19:10:05","4"
27,"77","2","3","3","5","5","5","0","Incidunt eos nesciunt a eaque qui voluptatem est hic. Aut ut tempore totam et est modi blanditiis dignissimos. Vel et et dicta exercitationem quaerat non molestiae. Ut ullam natus sunt saepe velit quo.

Odio modi quibusdam eius natus est voluptas consequuntur vel. Sapiente nostrum quia rem voluptates fugiat. Quis est quia in placeat.

Facilis enim qui natus et aliquam. Placeat molestiae minus veritatis ut. Asperiores accusantium et dignissimos consectetur a non. Temporibus non dolores commodi.

Ut nesciunt et sapiente ut numquam dicta iusto. Corporis et eligendi quibusdam possimus nemo similique itaque. Laboriosam reprehenderit asperiores in perferendis consequatur soluta ut mollitia. Enim dolor tenetur sunt nostrum. Dolorum dolores officiis excepturi voluptatem id. Omnis deleniti sed rerum nesciunt id nulla omnis.","2018-08-09 20:08:20","6"
28,"33","2","4","3","4","5","4","1","Molestias rerum officia blanditiis. Fuga ut et quia autem. In fuga assumenda alias numquam veritatis. Fuga quaerat distinctio sint voluptatibus. Soluta nam aut soluta tempore quia sit.

Totam accusantium ut aut ex ipsa non placeat. Sit beatae officiis natus voluptates velit nam numquam necessitatibus. Suscipit vel laudantium. Veritatis blanditiis iusto consequatur dolores.

Aut earum consequuntur ullam quia aut iure iure itaque qui. Architecto facilis soluta perspiciatis voluptas est atque. Molestiae architecto sed odio nam magni quidem.","2017-10-19 16:10:15","5"
29,"80","3","4","4","4","5","3","0","Pariatur quo sed rerum hic vitae accusamus. Nesciunt vero et nihil qui est id numquam sunt. Sint quis repellendus possimus voluptate eos dicta. Repellat officia impedit mollitia. Fugiat exercitationem architecto ut sunt nam enim facere. Ea praesentium voluptas quod. Quo velit sint.","2018-08-29 22:08:20","3"
30,"45","3","5","5","5","5","5","0","Consectetur mollitia fugit ipsum. Tempore laborum possimus quasi qui. Vel accusantium nihil cumque illum error soluta non. Sunt quo aut ab ea harum reprehenderit autem molestiae. Quis possimus voluptatem quia voluptatibus eos architecto et fugit optio. Aspernatur aliquam velit ut fugiat distinctio deleniti aut blanditiis. Fugit repudiandae illum quia.

Placeat cupiditate perspiciatis et. Expedita accusantium optio autem voluptas. Aut culpa alias perferendis ab voluptate sint animi quaerat natus. Accusantium cum velit. Sed illo facilis velit sunt numquam nostrum vel nihil. Ullam doloribus ut autem earum numquam culpa.","2018-02-15 20:02:92","5"
31,"37","3","5","5","5","3","4","0","Et eum accusamus nam. Fugiat minus est non aperiam nemo et id. Et vel ut tenetur nam est.

Aut quae similique nihil natus. Blanditiis sint quidem dolor enim quo et vel iste consequuntur. Voluptatem ut doloremque consequatur. Dolorem ex ut odit nesciunt iure pariatur ullam. Reprehenderit totam quos cum cum blanditiis ut eos ab quasi. Est facilis modi quam reprehenderit qui. Nisi ab aut aut.","2018-11-03 10:11:48","2"
32,"21","3","5","5","5","3","5","1","Hic autem ipsa deserunt necessitatibus excepturi officia in. Sunt aperiam magnam ducimus ut ut officiis. Consequuntur eaque voluptate laborum et. Eaque facere exercitationem numquam rerum dolorum. Fuga doloremque et qui quo quibusdam eaque cumque porro.","2018-08-27 05:08:47","4"
33,"31","3","5","5","5","5","5","1","Assumenda sint quidem itaque. Harum quos at eos et rerum. Ut eum dolorem autem dolore beatae. Quae eveniet fugiat voluptate eum reiciendis dicta.

Minus voluptas ducimus. Culpa esse qui veniam incidunt sint omnis. Velit totam soluta quos sint. Sit qui eum aut temporibus mollitia est ut ipsam doloremque. Nobis sit sint sit incidunt voluptatum aliquam dolore.

Distinctio qui voluptate qui debitis corporis nostrum fugiat aliquid dicta. Et doloremque nihil. Amet sed totam harum vel quae esse aut. At exercitationem ut laudantium rerum quia earum rerum molestias. Sint eveniet ipsa ut inventore recusandae voluptatem. Eius sunt eius. Ipsum molestiae facilis et quaerat sit in.","2017-11-30 18:11:96","3"
34,"57","3","5","5","4","5","5","1","Sit necessitatibus cumque accusantium atque provident. Quia vitae quae cumque porro. Voluptatum dicta non eum voluptas saepe accusantium porro distinctio. Cupiditate delectus voluptatem. Tempora id ut at voluptas magnam.

Quisquam soluta accusantium corrupti explicabo velit error. Aut eaque aut sequi inventore inventore aspernatur. Vel iste qui qui dolorem iusto facilis voluptatem. Sit ut necessitatibus hic vero molestias est deleniti voluptatibus.

Quidem cumque hic nemo. Maxime qui qui eum nobis iure cupiditate et nemo est. Vel et aut quos. Et beatae fugit voluptate quos voluptatem rerum ab.

Maiores minima exercitationem exercitationem et quia et quam quibusdam. Est ut quas recusandae. Molestiae quis voluptatem tempora qui sed odio. Deserunt possimus accusantium quos molestiae.

Nihil atque et illo aut quisquam voluptas. Quia at pariatur beatae officiis. Quia quo repudiandae. Cum a aut enim vitae iste non praesentium.","2017-12-10 02:12:84","3"
35,"35","3","4","5","5","5","2","1","Dolorem enim molestiae. Placeat aperiam eligendi asperiores hic officia exercitationem adipisci aliquid. Dolorum doloribus animi nostrum aut quis exercitationem sunt dolor debitis. Qui voluptate nobis quaerat magni nihil accusantium culpa qui nostrum. Facere laboriosam assumenda commodi vero. Fugit perspiciatis dicta autem magnam.

Dolor voluptatem ea asperiores asperiores ut est est aliquam. Itaque laboriosam voluptatem voluptatem dolor. Repudiandae iusto rem culpa aut magni alias quis itaque. Dolores magni debitis quis harum cupiditate incidunt. Deserunt voluptatibus voluptatum.

Enim sit et rerum. Dignissimos qui sapiente porro ut quo ut sed. Molestiae quod quia quia qui. Vel rerum laborum quaerat quia. Totam cum voluptas eum necessitatibus et eos deleniti labore. Nemo qui assumenda iste nesciunt. Fugiat veniam modi neque doloribus.

Reiciendis sed qui molestias repellat vitae. Unde accusamus reprehenderit. Cumque facilis maxime molestias nam qui voluptatibus eveniet facilis.","2018-07-02 08:07:63","2"
36,"54","3","4","4","5","5","4","1","Voluptatum at est quibusdam eligendi ut aut praesentium aspernatur. In culpa qui et.","2017-10-07 17:10:33","7"
37,"53","3","4","5","5","4","5","0","Rerum recusandae quidem quo non vero. Maxime impedit possimus perspiciatis facilis corrupti. Eos debitis sequi.","2018-05-30 19:05:85","7"
38,"92","3","5","1","5","5","3","1","Consequatur quia maxime iste commodi vero corporis. Officiis ut sit nihil in et. Eum maiores at. Qui commodi eaque vel sed laudantium. Placeat amet voluptatum quas accusamus exercitationem et ducimus. Molestiae omnis sunt deserunt nulla aspernatur sint omnis reiciendis. Aut sapiente tempora explicabo est.

Dignissimos unde aut ipsa dicta. Voluptatum quia expedita est voluptas itaque et dicta nobis minus. Architecto asperiores nobis sed ut quidem aut assumenda cumque. Aut repudiandae in cum sed a et optio et delectus. Mollitia doloremque blanditiis consequatur omnis sunt et reiciendis. Beatae veritatis quis doloribus.

Quo ea enim nihil explicabo iste aut. Eaque consequatur cupiditate ut. Beatae commodi cumque sit similique accusamus sequi quia. Eaque qui voluptate magnam laudantium sit sit. Dolores voluptatem fugiat dolor sint. Temporibus nemo occaecati dolores est qui. Laboriosam praesentium velit impedit atque ducimus.","2018-06-02 19:06:33","4"
39,"66","3","4","4","1","5","5","1","Enim consequatur aut sed qui quae. Enim aspernatur voluptas. Debitis tempore adipisci minima. Aut ducimus accusamus sed consequatur consequatur repudiandae ut qui ut.

Maxime et aut distinctio enim. Id aut numquam dolorum iste dolores cum. Iure molestiae cupiditate excepturi ad veritatis aspernatur. Consequuntur harum similique. Itaque dicta nostrum. Asperiores magni velit doloremque accusamus quia sequi. Delectus mollitia vel.

Sed officia dolores harum id sed qui ex. Placeat non doloremque. Amet quibusdam voluptas ipsum dolorum ducimus porro est eum. Ea accusantium consequuntur.","2018-10-01 02:10:65","4"
40,"6","3","5","5","5","5","3","1","In sed illum fugit omnis. Sit odit et qui. Quod debitis debitis aut corrupti. Quo sunt natus vel est. Optio voluptas ducimus provident culpa et alias nisi.

Quidem consequuntur dolorem quibusdam ut possimus sit. Ipsa aspernatur itaque. Consequuntur commodi quae ipsam eos sunt fugiat ipsum libero veritatis. Reprehenderit enim aspernatur sint qui. Aspernatur qui itaque nulla et sint sunt perferendis culpa esse.","2018-07-28 09:07:07","8"
41,"74","3","4","3","5","5","5","1","Minus et cum et distinctio velit numquam dolore deleniti autem. Maiores aut esse ea. Cumque molestias est quisquam.

Eum error et iure rerum. Laborum voluptas beatae aliquid. Quisquam vero dolorum sunt nobis delectus omnis odit mollitia. Ducimus quidem et accusantium dolor voluptatum voluptatum pariatur. Eos occaecati est ipsum. Hic quia accusantium consequuntur architecto recusandae. Similique tempora nemo minima ea consequatur at vero iusto.","2018-04-04 04:04:30","2"
42,"36","3","5","4","5","5","2","0","Ipsum sint dolor sint eveniet rerum. Neque quasi culpa possimus deserunt. Facere est reprehenderit praesentium corporis tenetur aut.

Nihil ut optio. Dignissimos sequi praesentium sit. Nesciunt repellendus officiis non omnis.","2018-02-07 15:02:01","8"
43,"59","4","5","5","2","5","5","0","Odit necessitatibus reprehenderit ullam qui ullam nesciunt corrupti quam. Quaerat nesciunt recusandae quam nostrum itaque velit. Rerum voluptatem minus quia nostrum nulla distinctio suscipit corrupti voluptates. Qui et dolores sequi. Aut aut enim incidunt sint nostrum esse aut.

Ut qui architecto recusandae ut sit corrupti qui vel. Earum possimus officia explicabo et.

Quas veniam rerum praesentium iusto quis esse. Sed id sed quae quidem eius excepturi. Quia ullam occaecati omnis fuga eum rerum voluptatum nulla. Explicabo voluptatem laudantium magnam dolorem ut.

Voluptate eum atque facere. Aut corporis sunt quia fuga voluptatem qui quia. Est quia voluptatem debitis porro asperiores dolor ducimus. Quasi mollitia asperiores quibusdam ratione mollitia non quia. Ducimus quasi ut blanditiis.","2018-09-16 08:09:20","3"
